hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s0d6,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s1d6,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s2d6,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s3d6,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s4d6,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5,s5d6,s6d0,s6d1,s6d2,s6d3,s6d4,s6d5,s6d6,solution
285,285,13,1,start,ice,grass,ice,ice,,,ice,grass,ice,ice,ice,,,ice,ice,ice,grass,grass,,,grass,ice,grass,ice,grass,,,endClosed,marsh,ice,grass,grass,,,,,,,,,,,,,,,,,,,hammer,,,,,,gem,,,,,,heart,,,gem,boulder,,,enemy,,boulder,,gem,,,,enemy,,gem,sword,,,,,,,,,,,,,,,,,"R,D,R,D,L,U,D,L,U,D,L"
286,286,9,1,start,marsh,marsh,grass,grass,,,marsh,marsh,marsh,ice,marsh,,,grass,ice,ice,ice,marsh,,,marsh,grass,ice,ice,grass,,,marsh,grass,ice,grass,endClosed,,,,,,,,,,,,,,,,,,,,warp,boulder,,,,,,gem,,,,warp,gem,warp2,gem,,,,,boulder,gem,gem,,,,,boulder,gem,warp2,,,,,,,,,,,,,,,,,,"D,D,D,L,D,D,U,R"
287,287,27,1,start,grass,ice,marsh,grass,,,ice,marsh,marsh,ice,marsh,,,marsh,ice,grass,ice,ice,,,marsh,ice,ice,ice,marsh,,,ice,ice,marsh,grass,endClosed,,,,,,,,,,,,,,,,,,enemy,gem,,enemy,,,gem,heart,,gem,,,,,gem,enemy,gem,gem,,,,gem,gem,gem,,,,gem,gem,,enemy,,,,,,,,,,,,,,,,,,"D,D,D,U,R,U,L,L,D,U,R,U,R,D,R,D"
288,288,19,1,start,grass,ice,marsh,grass,,,grass,marsh,ice,ice,grass,,,ice,marsh,ice,marsh,ice,,,marsh,grass,marsh,ice,ice,,,ice,grass,endClosed,grass,marsh,,,,,,,,,,,,,,,,,,gem,,,gem,,,gem,,boulder,,gem,,,,warp,enemy,,boulder,,,,gem,,boulder,warp,,,,gem,,gem,,,,,,,,,,,,,,,,,,"R,R,R,D,U,L,L,L,D,D,R,D,R,R,L"
289,289,25,1,start,marsh,ice,ice,marsh,,,marsh,marsh,marsh,marsh,ice,,,ice,marsh,ice,ice,ice,,,ice,ice,ice,marsh,ice,,,ice,ice,ice,marsh,endClosed,,,,,,,,,,,,,,,,,,,gem,gem,enemy,,,,,hammer,boulder,,,,gem,,,,,,,boulder,gem,gem,,,,,sword,boulder,gem,enemy,,,,,,,,,,,,,,,,,,"D,R,R,D,U,R,U,L,L,D,D,R,D,R,R,D"
290,290,16,1,start,grass,marsh,grass,ice,,,grass,ice,ice,marsh,grass,,,ice,marsh,ice,ice,ice,,,marsh,marsh,marsh,grass,ice,,,marsh,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,,,gem,,gem,warp2,,,,,,sword,gem,,,,,,,gem,,,warp,,,gem,warp,,,enemy,gem,,warp2,,,,,,,,,,,,,,,,,,"R,D,R,U,L,D,R,D,R,L,R,R"
291,291,21,2,start,grass,ice,grass,endClosed,,,marsh,marsh,ice,ice,marsh,,,ice,grass,ice,marsh,ice,,,ice,marsh,grass,marsh,ice,,,ice,marsh,ice,ice,marsh,,,,,,,,,,,,,,,,,,gem,,gem,,,,,enemy,,enemy,sword,,,enemy,gem,,,,,,,,gem,sword,enemy,,,enemy,gem,,gem,enemy,,,,,,,,,,,,,,,,,"R,R,R,D,D,L,D,L,U,U,D,R,U,R,R"
292,292,25,1,start,grass,grass,ice,marsh,,,ice,marsh,ice,marsh,ice,,,ice,marsh,endClosed,grass,marsh,,,ice,ice,marsh,marsh,grass,,,marsh,ice,ice,grass,ice,,,,,,,,,,,,,,,,,,gem,gem,gem,enemy,,,,,,,gem,,,,,,heart,,,,gem,,,,gem,,,enemy,gem,,gem,,,,,,,,,,,,,,,,,,"R,R,D,R,U,U,D,R,D,D,D,L,L,U,R,D,L,R,U"
293,293,23,1,grass,grass,grass,grass,grass,,,grass,start,ice,ice,grass,,,grass,ice,ice,ice,grass,,,grass,ice,ice,endClosed,grass,,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,gem,boulder,,enemy,sword,,,boulder,,warp,gem,enemy,,,,warp2,sword,warp,,,,enemy,gem,warp2,,enemy,,,sword,enemy,,enemy,hammer,,,,,,,,,,,,,,,,,"R,L,L,D,U,R,R,R,U,D,D,D,D,U,U,L,L,L,U,D,R,R,D"
294,294,22,1,start,grass,marsh,grass,ice,,,grass,ice,marsh,ice,ice,,,ice,marsh,ice,marsh,grass,,,marsh,marsh,endClosed,grass,ice,,,marsh,grass,ice,marsh,ice,,,,,,,,,,,,,,,,,,gem,,warp2,hammer,,,gem,,warp,warp2,enemy,,,,boulder,,boulder,boulder,,,warp,sword,,boulder,gem,,,boulder,gem,,boulder,gem,,,,,,,,,,,,,,,,,"R,L,D,D,R,R,L,L,R,D,U,R,R,R,D,U,L,L"
295,295,24,1,start,marsh,ice,ice,grass,,,ice,ice,grass,marsh,ice,,,marsh,grass,ice,marsh,marsh,,,grass,ice,grass,ice,ice,,,ice,marsh,marsh,endClosed,grass,,,,,,,,,,,,,,,,,,,,boulder,gem,,,,,gem,,boulder,,,,gem,,,,,,gem,,gem,boulder,boulder,,,,,,,hammer,,,,,,,,,,,,,,,,,"D,D,R,D,R,R,L,L,U,U,U,R,L,D,D,R,R"
296,296,22,1,start,grass,ice,grass,ice,,,ice,marsh,marsh,ice,grass,,,grass,ice,marsh,marsh,grass,,,ice,marsh,ice,marsh,ice,,,ice,grass,ice,endClosed,grass,,,,,,,,,,,,,,,,,,gem,,enemy,,,,gem,,,,gem,,,enemy,gem,,,sword,,,gem,,,,,,,gem,enemy,,,gem,,,,,,,,,,,,,,,,,"R,D,R,R,D,L,L,L,U,D,D,U,R,D,R,R,L"
297,297,22,1,start,grass,grass,grass,grass,,,endClosed,marsh,grass,marsh,grass,,,grass,grass,marsh,grass,grass,,,grass,marsh,grass,marsh,grass,,,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,hammer,boulder,,warp2,,,,boulder,gem,boulder,hammer,,,boulder,gem,boulder,gem,boulder,,,,boulder,gem,boulder,warp,,,hammer,warp,boulder,hammer,warp2,,,,,,,,,,,,,,,,,"R,L,D,D,D,D,R,U,U,D,L,L,U,D,D,U,L,L,U"
298,298,28,1,start,ice,ice,ice,endClosed,,,marsh,marsh,marsh,marsh,ice,,,marsh,ice,marsh,ice,ice,,,ice,marsh,marsh,ice,marsh,,,ice,ice,ice,ice,marsh,,,,,,,,,,,,,,,,,,,,gem,,,,,,,,gem,,,,hammer,,,,,,boulder,,,,enemy,,,gem,boulder,gem,gem,heart,,,,,,,,,,,,,,,,,"D,D,R,L,D,U,R,D,D,R,L,U,R,U,R,U,L,R"
299,299,41,1,start,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,endClosed,,,,,,,,,,,,,,,,,,warp,enemy,enemy,enemy,,,sword,enemy,sword,enemy,gem,,,enemy,gem,enemy,warp2,enemy,,,enemy,enemy,warp,enemy,sword,,,enemy,gem,enemy,warp2,,,,,,,,,,,,,,,,,,"D,R,D,U,R,R,R,L,D,R,U,D,L,U,D,L,L,R,R,U,D,R"
300,300,43,1,start,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,marsh,,,marsh,marsh,marsh,marsh,endClosed,,,,,,,,,,,,,,,,,,enemy,sword,enemy,gem,,,sword,enemy,enemy,enemy,sword,,,enemy,enemy,sword,enemy,enemy,,,sword,enemy,gem,enemy,enemy,,,enemy,gem,gem,enemy,,,,,,,,,,,,,,,,,,"D,D,D,R,D,R,U,U,U,U,R,R,D,U,L,L,D,D,D,D,R,R"
301,301,26,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,gem,gem,gem,gem,gem,,gem,gem,heart,heart,heart,gem,,gem,heart,gem,heart,heart,gem,,gem,heart,heart,gem,heart,gem,,gem,heart,heart,heart,gem,gem,,gem,gem,gem,gem,gem,,,,,,,,,,"R,R,R,R,R,D,D,D,D,L,U,L,U,L,U,L,L,D,D,D,D,R,R,R,R,R"
302,302,34,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,hammer,hammer,boulder,gem,,,,hammer,boulder,gem,boulder,,hammer,hammer,boulder,gem,boulder,gem,,hammer,boulder,gem,boulder,gem,boulder,,boulder,gem,boulder,gem,boulder,gem,,gem,boulder,gem,boulder,gem,,,,,,,,,,"R,R,R,L,D,L,D,L,D,D,D,U,R,R,D,U,R,L,U,R,U,R,D,U,U,R,U,D,D,D,D,D,L,R"
303,303,28,1,start,grass,grass,grass,grass,endClosed,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,marsh,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,,,,,,,,,heart,,,heart,,,,,,,,enemy,,,,boulder,boulder,enemy,hammer,,sword,boulder,boulder,boulder,boulder,hammer,,boulder,boulder,gem,gem,boulder,boulder,,boulder,gem,gem,gem,gem,boulder,,,,,,,,,"D,D,D,U,R,U,R,R,R,D,R,D,L,D,L,L,D,L,R,R,R,U,U,U,U,U,R"
304,304,31,1,start,grass,grass,grass,grass,endClosed,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,,,,,,,,,,,hammer,,,,,sword,,enemy,hammer,,,sword,boulder,,enemy,enemy,,,boulder,boulder,,gem,enemy,enemy,boulder,boulder,gem,,,,,,,,,"D,D,R,D,R,R,R,R,U,D,D,D,U,U,L,L,L,L,D,L,D,U,R,U,R,U,R,U,R,U,R"
305,305,35,1,start,grass,grass,grass,grass,grass,,grass,marsh,grass,grass,grass,grass,,grass,grass,grass,grass,marsh,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,marsh,grass,grass,grass,grass,endClosed,,,,,,,,,,gem,boulder,boulder,,gem,,gem,,hammer,boulder,,boulder,,boulder,hammer,boulder,gem,,gem,,gem,boulder,boulder,,gem,boulder,,,boulder,boulder,boulder,boulder,hammer,,,,,,gem,,,,,,,,,,"R,D,R,L,L,D,R,L,D,D,D,R,R,R,R,R,U,U,U,U,U,L,D,D,L,D,R,R,D,D"
306,306,38,1,start,grass,grass,grass,grass,grass,,grass,grass,marsh,grass,marsh,marsh,,marsh,marsh,grass,grass,grass,grass,,grass,grass,grass,marsh,marsh,marsh,,marsh,grass,marsh,grass,grass,grass,,grass,marsh,grass,grass,grass,endClosed,,,,,,,,,,,boulder,,,hammer,,,hammer,gem,boulder,gem,gem,,gem,gem,boulder,boulder,boulder,boulder,,boulder,boulder,boulder,gem,gem,gem,,gem,boulder,gem,,,,,hammer,gem,boulder,boulder,,,,,,,,,,,"R,D,R,R,R,R,U,L,L,D,L,L,D,L,D,D,D,R,R,U,R,U,R,R,D,D"
307,307,34,1,start,grass,grass,marsh,marsh,grass,,grass,marsh,marsh,grass,marsh,grass,,grass,marsh,marsh,grass,grass,grass,,grass,grass,grass,grass,marsh,grass,,marsh,grass,grass,marsh,marsh,grass,,marsh,marsh,grass,grass,grass,endClosed,,,,,,,,,,,boulder,warp2,gem,,,,gem,gem,boulder,gem,boulder,,boulder,warp,warp2,boulder,boulder,boulder,,boulder,boulder,boulder,boulder,gem,,,gem,boulder,boulder,gem,gem,,,hammer,warp,boulder,boulder,,,,,,,,,,,"R,D,D,L,U,D,R,U,R,D,R,D,D,D,D,L,R,R,D"
308,308,18,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,,boulder,warp2,hammer,,,warp,boulder,boulder,boulder,boulder,,boulder,boulder,boulder,gem,gem,boulder,,boulder,gem,gem,gem,boulder,boulder,,warp2,boulder,gem,boulder,,,,hammer,warp,boulder,,,,,,,,,,,,"R,D,L,U,R,L,R,U,R,D,U,R,U,R,D,D,R,D"
309,309,48,1,start,grass,grass,grass,marsh,marsh,,grass,grass,grass,marsh,marsh,marsh,,marsh,marsh,grass,grass,grass,marsh,,marsh,marsh,marsh,grass,grass,grass,,marsh,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,boulder,,gem,gem,,hammer,boulder,boulder,gem,gem,gem,,boulder,gem,boulder,boulder,boulder,gem,,gem,gem,gem,boulder,boulder,boulder,,gem,boulder,boulder,,boulder,hammer,,hammer,boulder,boulder,,,,,,,,,,,,"D,D,R,D,L,D,D,U,U,R,R,R,D,D,R,R,U,U,U,U,U,L,L,D,R,R,D,D,D,D"
310,310,41,1,start,grass,grass,grass,marsh,marsh,,grass,marsh,grass,marsh,grass,marsh,,marsh,marsh,grass,marsh,grass,grass,,marsh,grass,grass,marsh,marsh,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,sword,boulder,boulder,gem,gem,,hammer,enemy,boulder,enemy,boulder,gem,,enemy,gem,boulder,enemy,boulder,boulder,,enemy,boulder,boulder,enemy,enemy,boulder,,boulder,sword,boulder,hammer,,boulder,,sword,,,,sword,,,,,,,,,,"R,L,D,R,D,D,D,D,L,R,R,R,R,U,L,U,U,U,R,U,R,D,L,L,D,D,D,D,R,R"
311,311,26,1,start,marsh,marsh,marsh,marsh,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,marsh,marsh,grass,marsh,,marsh,grass,grass,grass,marsh,grass,,grass,marsh,grass,grass,grass,grass,,grass,marsh,marsh,grass,marsh,endClosed,,,,,,,,,,,hammer,,warp,gem,,gem,,gem,,,,,,,,,gem,,,,gem,,boulder,,,,gem,warp,gem,boulder,,gem,,,,,gem,,,,,,,,,,,"D,R,R,U,D,R,R,D,U,R,U,L,L,U,R,R,D,R,D,U,R,R,D"
312,312,45,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,marsh,marsh,grass,grass,marsh,grass,,marsh,marsh,marsh,grass,grass,grass,,marsh,marsh,marsh,marsh,grass,grass,,marsh,ice,marsh,marsh,grass,endClosed,,,,,,,,,,,boulder,gem,gem,gem,,,,,boulder,gem,gem,,enemy,enemy,,,boulder,boulder,,enemy,enemy,enemy,,warp,heart,,enemy,warp,,enemy,,boulder,,hammer,enemy,enemy,enemy,sword,,,,,,,,,,"R,D,R,D,R,D,R,R,L,D,D,U,U,L,D,U,R,R,U,U,U,L,L,R,D,R,D,D,L,R,L,D,D,R"
313,313,33,1,start,ice,ice,ice,ice,ice,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,,,gem,enemy,,,,boulder,gem,warp,gem,,,,,boulder,gem,boulder,,,gem,gem,,boulder,gem,,gem,warp,warp2,gem,boulder,,,heart,gem,gem,boulder,warp2,,,,,,,,,,"D,D,D,D,D,R,U,L,U,R,D,U,D,R,L,D,U,D,U,U,R,R,D,L,R,L,D,U,R,U,U,D,D"
314,314,34,1,start,endClosed,grass,grass,marsh,marsh,,ice,marsh,marsh,grass,grass,marsh,,ice,marsh,marsh,grass,grass,grass,,ice,ice,ice,grass,grass,grass,,marsh,grass,grass,grass,grass,grass,,marsh,marsh,grass,grass,grass,grass,,,,,,,,,,,,heart,enemy,hammer,,,,,boulder,gem,enemy,,,,,boulder,warp2,gem,,,,,warp,sword,warp,,enemy,,boulder,gem,warp2,boulder,,gem,enemy,,boulder,boulder,sword,,,,,,,,,"R,R,R,L,L,L,D,R,L,L,U,U,U,D,L,D,L,U,D,D,U,U,L,D,D,U,U,R"
315,315,24,1,start,grass,marsh,marsh,grass,grass,,grass,ice,ice,ice,ice,grass,,marsh,ice,grass,grass,ice,marsh,,marsh,ice,grass,grass,ice,marsh,,grass,ice,ice,ice,ice,grass,,grass,grass,marsh,marsh,grass,endClosed,,,,,,,,,,,enemy,enemy,,sword,,,warp,,,warp2,,,enemy,,gem,gem,,enemy,,enemy,,gem,gem,,enemy,,,warp2,,,warp,boulder,,hammer,,enemy,enemy,boulder,,,,,,,,,,"D,R,U,L,D,R,U,U,R,D,L,U,R,U,L,L,U,R,D,R,D,D"
316,316,38,1,start,grass,grass,marsh,marsh,grass,,grass,grass,marsh,grass,grass,marsh,,grass,marsh,grass,grass,marsh,grass,,grass,marsh,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,grass,,grass,marsh,marsh,grass,grass,endClosed,,,,,,,,,,,warp,enemy,enemy,gem,,,,enemy,gem,hammer,enemy,,,enemy,gem,gem,enemy,sword,,,enemy,gem,enemy,,,,,enemy,gem,enemy,,boulder,,sword,enemy,enemy,warp,boulder,,,,,,,,,,"D,D,D,D,D,U,U,U,U,R,U,R,U,R,U,R,U,D,L,D,L,L,U,U,R,U,R,R,U,D,D,D,D,D"
317,317,22,1,start,grass,marsh,marsh,grass,grass,,grass,grass,grass,marsh,grass,marsh,,marsh,marsh,marsh,grass,grass,marsh,,grass,marsh,grass,grass,marsh,grass,,grass,marsh,marsh,marsh,marsh,marsh,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,enemy,enemy,gem,warp2,,,,warp,enemy,gem,enemy,,enemy,enemy,enemy,gem,gem,enemy,,sword,enemy,gem,gem,enemy,sword,,,enemy,enemy,enemy,enemy,enemy,,warp2,warp,boulder,,,,,,,,,,,,"D,R,R,L,L,R,U,U,D,D,L,D,D,L,D,L,R,D,D,R,R"
318,318,38,1,start,grass,grass,marsh,marsh,marsh,,marsh,marsh,grass,grass,marsh,marsh,,grass,grass,marsh,grass,grass,marsh,,marsh,marsh,grass,grass,grass,grass,,grass,grass,grass,marsh,grass,grass,,grass,marsh,grass,marsh,marsh,endClosed,,,,,,,,,,,gem,,enemy,hammer,,,,,gem,,enemy,,boulder,boulder,,,gem,,,,,gem,,boulder,boulder,,sword,gem,,,boulder,boulder,,gem,,,boulder,,,,,,,,,,,"R,R,D,R,D,D,L,D,L,L,D,U,R,R,U,R,U,R,R,U,U,D,D,L,L,D,D,D,R,R"
319,319,33,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,marsh,grass,grass,grass,grass,grass,,marsh,marsh,grass,grass,grass,grass,,marsh,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,,boulder,hammer,warp,,boulder,gem,,gem,boulder,sword,,enemy,boulder,gem,,boulder,boulder,,gem,enemy,boulder,gem,gem,hammer,,enemy,boulder,gem,,boulder,boulder,,boulder,gem,warp,boulder,,,,,,,,,,,"R,D,R,R,D,L,R,D,D,L,D,L,R,L,R,D,U,L,U,L,U,D,R,R,R,U,R,R,D,D"
320,320,36,1,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,endClosed,grass,grass,grass,grass,grass,,,,,,,,,,gem,,boulder,boulder,gem,,boulder,boulder,gem,,warp,boulder,,gem,hammer,boulder,gem,gem,boulder,,gem,hammer,boulder,gem,gem,boulder,,boulder,boulder,gem,,warp,boulder,,,hammer,,boulder,boulder,gem,,,,,,,,,"R,R,D,R,D,D,D,L,D,L,U,U,U,L,D,R,D,R,R,R,U,R,L,D,D,R,L,U,D,D,L,D,L,L,D,L"
321,321,23,1,start,grass,ice,ice,ice,ice,,grass,grass,ice,grass,grass,grass,,grass,ice,ice,grass,ice,ice,,ice,grass,grass,ice,ice,grass,,ice,grass,grass,ice,grass,grass,,ice,ice,ice,ice,grass,endClosed,,,,,,,,,,boulder,,,,heart,,,boulder,,,boulder,boulder,,,,,boulder,,sword,,,hammer,boulder,,,enemy,,,gem,gem,,enemy,boulder,,,,,,boulder,,,,,,,,,,"D,D,R,U,R,L,D,L,D,R,U,R,U,R,L,D,L,L,U,D,D,R,R"
322,322,16,1,start,marsh,ice,ice,ice,ice,,ice,marsh,ice,marsh,marsh,ice,,ice,marsh,ice,marsh,ice,marsh,,ice,marsh,ice,marsh,ice,marsh,,ice,marsh,ice,marsh,ice,marsh,,ice,marsh,marsh,marsh,ice,endClosed,,,,,,,,,,,warp,,boulder,gem,,,,,,,gem,,,,,,warp2,enemy,,,,heart,,,,,,,warp2,,,,,warp,,,,hammer,,,,,,,,,,"D,D,D,U,U,U,D,R,D,U,L,U,D,D,D,R"
323,323,12,1,start,grass,ice,ice,ice,ice,,grass,grass,grass,grass,grass,ice,,ice,ice,ice,ice,grass,ice,,ice,grass,grass,ice,grass,ice,,ice,grass,grass,endClosed,grass,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,hammer,gem,,,gem,,boulder,,,boulder,,,,gem,gem,gem,gem,boulder,,,gem,,,gem,,,,gem,,,,,,,gem,,,,,gem,,,,,,,,,"R,D,R,R,U,L,R,D,L,U,R,D"
324,324,22,1,start,ice,ice,marsh,grass,grass,,grass,marsh,ice,ice,marsh,grass,,grass,marsh,ice,marsh,grass,grass,,marsh,ice,ice,marsh,marsh,marsh,,grass,marsh,ice,ice,ice,marsh,,grass,grass,marsh,marsh,ice,endClosed,,,,,,,,,,,,warp,,,,,,gem,,,,,,,gem,,,heart,,warp2,,gem,enemy,,enemy,,,warp,gem,,,warp2,,,,enemy,,,,,,,,,,,,"D,R,R,R,D,L,L,U,R,R,U,R,L,U,D"
325,325,14,1,start,ice,ice,ice,ice,ice,,grass,marsh,ice,ice,marsh,ice,,grass,marsh,ice,ice,marsh,ice,,grass,marsh,ice,ice,marsh,ice,,grass,marsh,ice,ice,marsh,ice,,grass,grass,ice,ice,marsh,endClosed,,,,,,,,,,,gem,boulder,,gem,,gem,,,,,,,gem,,,,,,,gem,,,,,,,heart,,gem,,,gem,,gem,,hammer,gem,enemy,,,,,,,,,,"R,D,U,L,D,D,D,D,D,R,R,U,R,D"
326,326,26,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,grass,grass,grass,grass,grass,ice,,grass,marsh,marsh,marsh,marsh,grass,,grass,ice,ice,marsh,grass,endClosed,,,,,,,,,,,,,,,,,gem,gem,gem,gem,,,,boulder,boulder,boulder,boulder,,,,,,,,,,,hammer,hammer,hammer,hammer,warp,,warp,,,,,,,,,,,,,,"D,D,R,R,R,R,U,U,D,L,U,D,L,U,D,L,U,D,L,D,D,D"
327,327,11,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,boulder,,sword,boulder,,,,,,,,,warp,,,,,,gem,gem,,warp,,enemy,heart,,,,enemy,,enemy,,,,boulder,,,,,,,,,,"R,D,L,U,R,L,U,R,D,R,D"
328,328,22,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,gem,enemy,hammer,gem,,,,boulder,,boulder,boulder,,gem,,gem,,hammer,,,,heart,warp,heart,,,,,,gem,warp,gem,boulder,,gem,,,,boulder,,,,,,,,,,"D,R,U,L,U,R,L,D,R,U,D,U,R,L,R,U,L,R,U,L,R,D"
329,329,19,1,start,ice,marsh,ice,ice,marsh,,ice,grass,ice,ice,grass,ice,,ice,ice,marsh,ice,ice,marsh,,ice,grass,ice,grass,ice,ice,,grass,ice,ice,ice,grass,ice,,ice,ice,marsh,ice,ice,endClosed,,,,,,,,,,,gem,,,gem,,,gem,,,gem,,,,,gem,,,warp2,,,gem,,warp,,,,gem,,,,gem,warp,,,boulder,gem,,warp2,,,,,,,,,,"D,R,U,L,D,R,U,L,U,U,R,D,R"
330,330,7,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,,heart,gem,warp,,,,boulder,,enemy,,,,,warp,,gem,enemy,,sword,enemy,gem,,warp2,,,gem,,enemy,,boulder,,,warp2,boulder,,,,,,,,,,,,,"R,D,R,U,R,R,D"
331,331,18,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,,,,hammer,boulder,gem,,gem,,,gem,enemy,,boulder,,,,boulder,,,,gem,,,,,gem,,,boulder,,sword,boulder,,,,,,,,,,,,,"R,D,L,D,L,D,U,R,U,R,D,L,U,L,R,U,D,R"
332,332,33,1,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,grass,endClosed,ice,,ice,ice,ice,grass,marsh,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,gem,,,,,,gem,,gem,sword,heart,,,,enemy,,,,,,,gem,enemy,,,,,,gem,,,gem,,,,boulder,boulder,,,hammer,,,,,,,,,"R,D,U,L,D,R,L,U,R,D,L,U,U,U,D,D,L,R,U,R,U,D,L,L,U,D,L,R,D,L,U,U,R"
333,333,12,2,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,endClosed,ice,ice,ice,,ice,ice,grass,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,,,boulder,gem,,,boulder,,,enemy,warp,,,gem,hammer,,enemy,,,,,,,gem,,,,,warp,,gem,,,hammer,boulder,boulder,boulder,boulder,heart,,,,,,,,,"D,R,U,R,U,R,D,R,U,U,R,L"
